# wl (nm), spectrum (a.u.), gdd (fs^2),phase
9.671327456691459798e-07, 5.918704986993878446e-03, 2.281632981758833615e-26, -5.073077991734451189e+02
9.661983178955525751e-07, 6.004585830233007994e-03, 5.022094273773364179e-27, -5.098773598631405548e+02
9.652656940365801345e-07, 5.881520189741857967e-03, -2.537253803016069670e-26, -5.122224845623140936e+02
9.643348688735746022e-07, 5.912024250577478136e-03, 1.873391867708594503e-26, -5.105677936152727625e+02
9.634058372079932370e-07, 5.925971060185219151e-03, -2.514904107961681904e-26, -5.127138438321308058e+02
9.624785938613059336e-07, 5.840663872761555145e-03, 4.696393736451707285e-27, -5.139564489567932242e+02
9.615531336749007782e-07, 5.901871845884568493e-03, -5.360898074451658574e-27, -5.112273558521469567e+02
9.606294515099874867e-07, 5.873795716405663322e-03, 5.606175399046068129e-27, -5.138307213224625229e+02
9.597075422475016901e-07, 5.989592621853214935e-03, 4.380619594275917787e-27, -5.123998155407587092e+02
9.587874007880123959e-07, 5.943686647042198574e-03, 1.176258919049777244e-26, -5.103842326695859697e+02
9.578690220516252151e-07, 6.017732885441975411e-03, 3.247873507893962852e-27, -5.094676617785183339e+02
9.569524009778917291e-07, 5.767334974070859391e-03, -1.419895634952771506e-26, -5.091707048084306848e+02
9.560375325257139871e-07, 5.897370361717784067e-03, 9.624017340232776632e-27, -5.088802501589708527e+02
9.551244116732540850e-07, 5.831098123311302846e-03, -1.949597086030788175e-26, -5.104220534571733765e+02
9.542130334178405687e-07, 5.893404190718285439e-03, 1.567374339370361183e-26, -5.075262425318971395e+02
9.533033927758788602e-07, 6.084523156613251549e-03, 2.056197053613083403e-26, -5.076106580963261194e+02
9.523954847827590364e-07, 5.874175318249347591e-03, -6.551793736770177442e-27, -5.047934465749395940e+02
9.514893044927658328e-07, 5.869596870875222992e-03, -1.728921552048282320e-26, -5.030307585483483876e+02
9.505848469789894925e-07, 5.826839829111446489e-03, 5.817103706992105025e-29, -5.039013473699270662e+02
